UF,Cidade,Codigo,TotalEleitores,TotalComparecimento
"MG","SANTO ANTÔNIO DO AVENTUREIRO",51993,3607,2885.6
"MG","SANTO ANTÔNIO DO GRAMA",52019,4003,3202.4
"MG","SANTO ANTÔNIO DO ITAMBÉ",52035,3913,3130.4
"MG","SANTO ANTÔNIO DO JACINTO",52051,9534,7627.2
"MG","SANTO ANTÔNIO DO MONTE",52078,20528,16422.4
"MG","SANTO ANTÔNIO DO RETIRO",41521,6587,5269.6
"MG","SANTO ANTÔNIO DO RIO ABAIXO",52094,2202,1761.6
"MG","SANTO HIPÓLITO",52116,3234,2587.2
"MG","SANTOS DUMONT",52132,38124,30499.2
"MG","SÃO BENTO ABADE",52159,4155,3324.0
"MG","SÃO BRÁS DO SUAÇUÍ",52175,3619,2895.2
"MG","SÃO DOMINGOS DAS DORES",41548,5768,4614.4
"MG","SÃO DOMINGOS DO PRATA",52191,14297,11437.6
"MG","SÃO FÉLIX DE MINAS",41564,3650,2920.0
"MG","SÃO FRANCISCO",52213,41788,33430.4
"MG","SÃO FRANCISCO DE PAULA",52230,5965,4772.0
"MG","SÃO FRANCISCO DE SALES",52256,4718,3774.4
"MG","SÃO FRANCISCO DO GLÓRIA",52272,4086,3268.8
"MG","SÃO GERALDO",52299,7190,5752.0
"MG","SÃO GERALDO DA PIEDADE",52310,3913,3130.4
"MG","SÃO GERALDO DO BAIXIO",41580,3091,2472.8
"MG","SÃO GONÇALO DO ABAETÉ",52337,5393,4314.4
"MG","SÃO GONÇALO DO PARÁ",52353,8323,6658.4
"MG","SÃO GONÇALO DO RIO ABAIXO",52370,10931,8744.8
"MG","SÃO GONÇALO DO RIO PRETO",45098,3043,2434.4
"MG","SÃO GONÇALO DO SAPUCAÍ",52396,19386,15508.8
"MG","SÃO GOTARDO",52418,27630,22104.0
"MG","SÃO JOÃO BATISTA DO GLÓRIA",52434,6328,5062.4
"MG","SÃO JOÃO DA LAGOA",40703,5001,4000.8
"MG","SÃO JOÃO DA MATA",52450,3128,2502.4
"MG","SÃO JOÃO DA PONTE",52477,22836,18268.8
"MG","SÃO JOÃO DAS MISSÕES",41602,9823,7858.4
"MG","SÃO JOÃO DEL REI",52493,70265,56212.0
"MG","SÃO JOÃO DO MANHUAÇU",40720,9430,7544.0
"MG","SÃO JOÃO DO MANTENINHA",40746,5045,4036.0
"MG","SÃO JOÃO DO ORIENTE",52515,7211,5768.8
"MG","SÃO JOÃO DO PACUÍ",40762,3985,3188.0
"MG","SÃO JOÃO DO PARAÍSO",52531,17738,14190.4
"MG","SÃO JOÃO EVANGELISTA",52558,12938,10350.4
"MG","SÃO JOÃO NEPOMUCENO",52574,20452,16361.6
"MG","SÃO JOAQUIM DE BICAS",41629,22882,18305.6
"MG","SÃO JOSÉ DA BARRA",41645,6767,5413.6
"MG","SÃO JOSÉ DA LAPA",40789,18803,15042.4
"MG","SÃO JOSÉ DA SAFIRA",52590,4161,3328.8
"MG","SÃO JOSÉ DA VARGINHA",52612,3762,3009.6
"MG","SÃO JOSÉ DO ALEGRE",52639,3712,2969.6
"MG","SÃO JOSÉ DO DIVINO",52655,3103,2482.4
"MG","SÃO JOSÉ DO GOIABAL",52671,4812,3849.6
"MG","SÃO JOSÉ DO JACURI",52698,5175,4140.0
"MG","SÃO JOSÉ DO MANTIMENTO",52710,2889,2311.2
"MG","SÃO LOURENÇO",52736,34806,27844.8
"MG","SÃO MIGUEL DO ANTA",52752,5900,4720.0
"MG","SÃO PEDRO DA UNIÃO",52779,4307,3445.6
"MG","SÃO PEDRO DOS FERROS",52795,6496,5196.8
"MG","SÃO PEDRO DO SUAÇUÍ",52817,4574,3659.2
"MG","SÃO ROMÃO",52833,7252,5801.6
"MG","SÃO ROQUE DE MINAS",52850,5747,4597.6
"MG","SÃO SEBASTIÃO DA BELA VISTA",52876,6012,4809.6
"MG","SÃO SEBASTIÃO DA VARGEM ALEGRE",42340,2916,2332.8
"MG","SÃO SEBASTIÃO DO ANTA",42366,5700,4560.0
"MG","SÃO SEBASTIÃO DO MARANHÃO",52892,9129,7303.2
"MG","SÃO SEBASTIÃO DO OESTE",52914,6833,5466.4
"MG","SÃO SEBASTIÃO DO PARAÍSO",52930,51531,41224.8
"MG","SÃO SEBASTIÃO DO RIO PRETO",52957,1889,1511.2
"MG","SÃO SEBASTIÃO DO RIO VERDE",52973,2096,1676.8
"MG","SÃO THOMÉ DAS LETRAS",53031,4931,3944.8
"MG","SÃO TIAGO",52990,9046,7236.8
"MG","SÃO TOMÁS DE AQUINO",53015,5919,4735.2
"MG","SÃO VICENTE DE MINAS",53058,5717,4573.6
"MG","SAPUCAÍ-MIRIM",53074,5819,4655.2
"MG","SARDOÁ",53090,5230,4184.0
"MG","SARZEDO",40800,24525,19620.0
"MG","SEM PEIXE",40827,3760,3008.0
"MG","SENADOR AMARAL",40843,5586,4468.8
"MG","SENADOR CORTES",53112,2508,2006.4
"MG","SENADOR FIRMINO",53139,6967,5573.6
"MG","SENADOR JOSÉ BENTO",53155,2288,1830.4
"MG","SENADOR MODESTINO GONÇALVES",53171,4665,3732.0
"MG","SENHORA DE OLIVEIRA",53198,5701,4560.8
"MG","SENHORA DO PORTO",53210,3334,2667.2
"MG","SENHORA DOS REMÉDIOS",53236,8252,6601.6
"MG","SERICITA",53252,6795,5436.0
"MG","SERITINGA",53279,1944,1555.2
"MG","SERRA AZUL DE MINAS",53295,3707,2965.6
"MG","SERRA DA SAUDADE",53317,1198,958.4
"MG","SERRA DOS AIMORÉS",53333,5823,4658.4
"MG","SERRA DO SALITRE",53350,9064,7251.2
"MG","SERRANIA",53376,6512,5209.6
"MG","SERRANÓPOLIS DE MINAS",42382,4037,3229.6
"MG","SERRANOS",53392,2077,1661.6
"MG","SERRO",53414,17279,13823.2
"MG","SETE LAGOAS",53430,164193,131354.4
"MG","SETUBINHA",42404,9292,7433.6
"MG","SILVEIRÂNIA",53457,2899,2319.2
"MG","SILVIANÓPOLIS",53473,4853,3882.4
"MG","SIMÃO PEREIRA",53490,3029,2423.2
"MG","SIMONÉSIA",53511,15836,12668.8
"MG","SOBRÁLIA",53538,4077,3261.6
"MG","SOLEDADE DE MINAS",53554,5051,4040.8
"MG","TABULEIRO",53570,3995,3196.0
"MG","TAIOBEIRAS",53597,26660,21328.0
"MG","TAPARUBA",42420,3929,3143.2
"MG","TAPIRA",53619,4818,3854.4
"MG","TAPIRAÍ",53635,1898,1518.4
"MG","TAQUARAÇU DE MINAS",53651,5019,4015.2
"MG","TARUMIRIM",53678,10191,8152.8
"MG","TEIXEIRAS",53694,9889,7911.2
"MG","TEÓFILO OTONI",53716,107282,85825.6
"MG","TIMÓTEO",53732,60363,48290.4
"MG","TIRADENTES",53759,6748,5398.4
"MG","TIROS",53775,6370,5096.0
"MG","TOCANTINS",53791,12566,10052.8
"MG","TOCOS DO MOJI",42587,4014,3211.2
"MG","TOLEDO",53813,6942,5553.6
"MG","TOMBOS",53830,6609,5287.2
"MG","TRÊS CORAÇÕES",53856,57383,45906.4
"MG","TRÊS MARIAS",41157,24759,19807.2
"MG","TRÊS PONTAS",53872,45392,36313.6
"MG","TUMIRITINGA",53899,5553,4442.4
"MG","TUPACIGUARA",53910,20701,16560.8
"MG","TURMALINA",53937,16024,12819.2
"MG","TURVOLÂNDIA",53953,4686,3748.8
"MG","UBÁ",53970,71978,57582.4
"MG","UBAÍ",53996,9748,7798.4
"MG","UBAPORANGA",40860,9982,7985.6
"MG","UBERABA",54011,237224,189779.2
"MG","UBERLÂNDIA",54038,525753,420602.4
"MG","UMBURATIBA",54054,2668,2134.4
"MG","UNAÍ",54070,63957,51165.6
"MG","UNIÃO DE MINAS",42447,3129,2503.2
"MG","URUANA DE MINAS",42463,3562,2849.6
"MG","URUCÂNIA",54097,8658,6926.4
"MG","URUCUIA",40886,7829,6263.2
"MG","VARGEM ALEGRE",40908,5385,4308.0
"MG","VARGEM BONITA",54119,2642,2113.6
"MG","VARGEM GRANDE DO RIO PARDO",42480,4254,3403.2
"MG","VARGINHA",54135,103426,82740.8
"MG","VARJÃO DE MINAS",42501,6729,5383.2
"MG","VÁRZEA DA PALMA",54151,27495,21996.0
"MG","VARZELÂNDIA",54178,16464,13171.2
"MG","VAZANTE",54194,16978,13582.4
"MG","VERDELÂNDIA",42528,7114,5691.2
"MG","VEREDINHA",42544,5070,4056.0
"MG","VERÍSSIMO",54232,2966,2372.8
"MG","VERMELHO NOVO",42560,4933,3946.4
"MG","VESPASIANO",54259,84382,67505.6
"MG","VIÇOSA",54275,60675,48540.0
"MG","VIEIRAS",54291,3885,3108.0
"MG","VIRGEM DA LAPA",54330,10226,8180.8
"MG","VIRGÍNIA",54356,7282,5825.6
"MG","VIRGINÓPOLIS",54372,8930,7144.0
"MG","VIRGOLÂNDIA",54399,4845,3876.0
"MG","VISCONDE DO RIO BRANCO",54410,30647,24517.6
"MG","VOLTA GRANDE",54437,4362,3489.6
"MG","WENCESLAU BRAZ",54216,2563,2050.4
"MS","ÁGUA CLARA",90034,13313,10650.4
"MS","ALCINÓPOLIS",55018,3610,2888.0
"MS","AMAMBAI",90115,27114,21691.2
"MS","ANASTÁCIO",90131,18227,14581.6
"MS","ANAURILÂNDIA",90158,6062,4849.6
"MS","ANGÉLICA",91693,8647,6917.6
"MS","ANTÔNIO JOÃO",90174,7516,6012.8
"MS","APARECIDA DO TABOADO",90190,18792,15033.6
"MS","AQUIDAUANA",90212,36366,29092.8
"MS","ARAL MOREIRA",91715,7557,6045.6
"MS","BANDEIRANTES",90298,6472,5177.6
"MS","BATAGUASSU",90379,18869,15095.2
"MS","BATAYPORÃ",90395,8336,6668.8
"MS","BELA VISTA",90417,16401,13120.8
"MS","BODOQUENA",98019,6287,5029.6
"MS","BONITO",90433,18593,14874.4
"MS","BRASILÂNDIA",90450,9513,7610.4
"MS","CAARAPÓ",90557,21643,17314.4
"MS","CAMAPUÃ",90492,11112,8889.6
"MS","CAMPO GRANDE",90514,642053,513642.4
"MS","CARACOL",90530,4256,3404.8
"MS","CASSILÂNDIA",90573,15075,12060.0
"MS","CHAPADÃO DO SUL",91782,21454,17163.2
"MS","CORGUINHO",90611,4051,3240.8
"MS","CORONEL SAPUCAIA",98590,11303,9042.4
"MS","CORUMBÁ",90638,66352,53081.6
"MS","COSTA RICA",98035,22462,17969.6
"MS","COXIM",90654,26429,21143.2
"MS","DEODÁPOLIS",91758,10570,8456.0
"MS","DOIS IRMÃOS DO BURITI",91804,8403,6722.4
"MS","DOURADINA",98051,4755,3804.0
"MS","DOURADOS",90735,161508,129206.4
"MS","ELDORADO",91731,9208,7366.4
"MS","FÁTIMA DO SUL",90751,16656,13324.8
"MS","FIGUEIRÃO",55069,2567,2053.6
"MS","GLÓRIA DE DOURADOS",90794,7901,6320.8
"MS","GUIA LOPES DA LAGUNA",90816,7981,6384.8
"MS","IGUATEMI",90859,10838,8670.4
"MS","INOCÊNCIA",90875,7002,5601.6
"MS","ITAPORÃ",90891,13490,10792.0
"MS","ITAQUIRAÍ",98078,14548,11638.4
"MS","IVINHEMA",90930,20885,16708.0
"MS","JAPORÃ",55034,6183,4946.4
"MS","JARAGUARI",90972,5472,4377.6
"MS","JARDIM",90999,18674,14939.2
"MS","JATEÍ",91014,4239,3391.2
"MS","JUTI",91820,5781,4624.8
"MS","LADÁRIO",91030,13311,10648.8
"MS","LAGUNA CARAPÃ",55026,5105,4084.0
"MS","MARACAJU",91073,29206,23364.8
"MS","MIRANDA",91111,19962,15969.6
"MS","MUNDO NOVO",91790,14616,11692.8
"MS","NAVIRAÍ",91138,37800,30240.0
"MS","NIOAQUE",91154,10133,8106.4
"MS","NOVA ALVORADA DO SUL",55000,16700,13360.0
"MS","NOVA ANDRADINA",91235,35700,28560.0
"MS","NOVO HORIZONTE DO SUL",55042,3542,2833.6
"MS","PARAÍSO DAS ÁGUAS",55050,4059,3247.2
"MS","PARANAÍBA",91251,31699,25359.2
"MS","PARANHOS",91847,8939,7151.2
"MS","PEDRO GOMES",91278,5848,4678.4
"MS","PONTA PORÃ",91316,68607,54885.6
"MS","PORTO MURTINHO",91375,8612,6889.6
"MS","RIBAS DO RIO PARDO",91413,15111,12088.8
"MS","RIO BRILHANTE",91430,26085,20868.0
"MS","RIO NEGRO",91456,3994,3195.2
"MS","RIO VERDE DE MATO GROSSO",91472,13907,11125.6
"MS","ROCHEDO",91499,4937,3949.6
"MS","SANTA RITA DO PARDO",91863,5319,4255.2
"MS","SÃO GABRIEL DO OESTE",98094,22516,18012.8
"MS","SELVÍRIA",98116,6886,5508.8
"MS","SETE QUEDAS",98132,7636,6108.8
"MS","SIDROLÂNDIA",91570,34361,27488.8
"MS","SONORA",91880,11418,9134.4
"MS","TACURU",98159,6984,5587.2
"MS","TAQUARUSSU",98175,3822,3057.6
"MS","TERENOS",91596,12812,10249.6
"MS","TRÊS LAGOAS",91650,85509,68407.2
"MS","VICENTINA",91901,5805,4644.0
"MT","ACORIZAL",90018,7049,5639.2
"MT","ÁGUA BOA",91910,19892,15913.6
"MT","ALTA FLORESTA",89877,41186,32948.8
"MT","ALTO ARAGUAIA",90050,11660,9328.0
"MT","ALTO BOA VISTA",90042,3861,3088.8
"MT","ALTO GARÇAS",90077,8157,6525.6
"MT","ALTO PARAGUAI",90093,6132,4905.6
"MT","ALTO TAQUARI",98612,7887,6309.6
"MT","APIACÁS",90263,6162,4929.6
"MT","ARAGUAIANA",98639,3260,2608.0
"MT","ARAGUAINHA",90239,1159,927.2
"MT","ARAPUTANGA",89893,11382,9105.6
"MT","ARENÁPOLIS",90255,7576,6060.8
"MT","ARIPUANÃ",90271,15477,12381.6
"MT","BARÃO DE MELGAÇO",90310,6516,5212.8
"MT","BARRA DO BUGRES",90336,22364,17891.2
"MT","BARRA DO GARÇAS",90352,45915,36732.0
"MT","BOA ESPERANÇA DO NORTE",73709,3596,2876.8
"MT","BOM JESUS DO ARAGUAIA",90905,5254,4203.2
"MT","BRASNORTE",90468,12404,9923.2
"MT","CÁCERES",90476,62253,49802.4
"MT","CAMPINÁPOLIS",98655,10925,8740.0
"MT","CAMPO NOVO DO PARECIS",90484,27101,21680.8
"MT","CAMPOS DE JÚLIO",90743,6064,4851.2
"MT","CAMPO VERDE",90506,32668,26134.4
"MT","CANABRAVA DO NORTE",90085,3966,3172.8
"MT","CANARANA",91936,15893,12714.4
"MT","CARLINDA",90760,8080,6464.0
"MT","CASTANHEIRA",90549,5834,4667.2
"MT","CHAPADA DOS GUIMARÃES",90590,17253,13802.4
"MT","CLÁUDIA",90522,7635,6108.0
"MT","COCALINHO",98671,5162,4129.6
"MT","COLÍDER",89796,22769,18215.2
"MT","COLNIZA",89788,18674,14939.2
"MT","COMODORO",99015,14250,11400.0
"MT","CONFRESA",90280,22739,18191.2
"MT","CONQUISTA D'OESTE",91006,3245,2596.0
"MT","COTRIGUAÇU",90425,7785,6228.0
"MT","CUIABÁ",90670,439152,351321.6
"MT","CURVELÂNDIA",89800,4214,3371.2
"MT","DENISE",98337,5354,4283.2
"MT","DIAMANTINO",90697,15916,12732.8
"MT","DOM AQUINO",90719,6052,4841.6
"MT","FELIZ NATAL",90786,6849,5479.2
"MT","FIGUEIRÓPOLIS D'OESTE",99031,2812,2249.6
"MT","GAÚCHA DO NORTE",90824,6364,5091.2
"MT","GENERAL CARNEIRO",90778,4455,3564.0
"MT","GLÓRIA D'OESTE",90204,2635,2108.0
"MT","GUARANTÃ DO NORTE",99058,21550,17240.0
"MT","GUIRATINGA",90832,8005,6404.0
"MT","INDIAVAÍ",99074,2027,1621.6
"MT","IPIRANGA DO NORTE",91081,5199,4159.2
"MT","ITANHANGÁ",91103,5096,4076.8
"MT","ITAÚBA",98698,4110,3288.0
"MT","ITIQUIRA",90913,9080,7264.0
"MT","JACIARA",90956,20242,16193.6
"MT","JANGADA",90565,7004,5603.2
"MT","JAURU",89915,7646,6116.8
"MT","JUARA",98191,25052,20041.6
"MT","JUÍNA",98310,34145,27316.0
"MT","JURUENA",90581,7247,5797.6
"MT","JUSCIMEIRA",91898,8493,6794.4
"MT","LAMBARI D'OESTE",90301,4054,3243.2
"MT","LUCAS DO RIO VERDE",90603,52664,42131.2
"MT","LUCIARA",91057,2354,1883.2
"MT","MARCELÂNDIA",98710,9746,7796.8
"MT","MATUPÁ",90620,13561,10848.8
"MT","MIRASSOL D'OESTE",91774,19061,15248.8
"MT","NOBRES",91170,12042,9633.6
"MT","NORTELÂNDIA",91197,4899,3919.2
"MT","NOSSA SENHORA DO LIVRAMENTO",91219,12562,10049.6
"MT","NOVA BANDEIRANTES",90387,9789,7831.2
"MT","NOVA BRASILÂNDIA",89818,3754,3003.2
"MT","NOVA CANAÃ DO NORTE",98752,10719,8575.2
"MT","NOVA GUARITA",90140,4214,3371.2
"MT","NOVA LACERDA",90867,4867,3893.6
"MT","NOVA MARILÂNDIA",90166,2883,2306.4
"MT","NOVA MARINGÁ",90123,4784,3827.2
"MT","NOVA MONTE VERDE",90360,5669,4535.2
"MT","NOVA MUTUM",90646,34559,27647.2
"MT","NOVA NAZARÉ",90964,3360,2688.0
"MT","NOVA OLÍMPIA",98736,12344,9875.2
"MT","NOVA SANTA HELENA",89826,3153,2522.4
"MT","NOVA UBIRATÃ",90883,7057,5645.6
"MT","NOVA XAVANTINA",91952,15514,12411.2
"MT","NOVO HORIZONTE DO NORTE",98795,3216,2572.8
"MT","NOVO MUNDO",90808,5520,4416.0
"MT","NOVO SANTO ANTÔNIO",90948,1974,1579.2
"MT","NOVO SÃO JOAQUIM",98779,5553,4442.4
"MT","PARANAÍTA",98833,8891,7112.8
"MT","PARANATINGA",89834,16290,13032.0
"MT","PEDRA PRETA",91812,13910,11128.0
"MT","PEIXOTO DE AZEVEDO",98817,22464,17971.2
"MT","PLANALTO DA SERRA",90344,2872,2297.6
"MT","POCONÉ",91294,24909,19927.2
"MT","PONTAL DO ARAGUAIA",90700,4737,3789.6
"MT","PONTE BRANCA",91332,2047,1637.6
"MT","PONTES E LACERDA",89990,33278,26622.4
"MT","PORTO ALEGRE DO NORTE",98850,7661,6128.8
"MT","PORTO DOS GAÚCHOS",91359,4201,3360.8
"MT","PORTO ESPERIDIÃO",98876,8342,6673.6
"MT","PORTO ESTRELA",90182,3344,2675.2
"MT","POXORÉU",91391,14154,11323.2
"MT","PRIMAVERA DO LESTE",98892,53268,42614.4
"MT","QUERÊNCIA",90069,16407,13125.6
"MT","RESERVA DO CABAÇAL",98914,1878,1502.4
"MT","RIBEIRÃO CASCALHEIRA",90662,7876,6300.8
"MT","RIBEIRÃOZINHO",90441,2306,1844.8
"MT","RIO BRANCO",89958,4094,3275.2
"MT","RONDOLÂNDIA",89960,2902,2321.6
"MT","RONDONÓPOLIS",91510,172628,138102.4
"MT","ROSÁRIO OESTE",91537,13083,10466.4
"MT","SALTO DO CÉU",89974,3115,2492.0
"MT","SANTA CARMEM",90107,3639,2911.2
"MT","SANTA CRUZ DO XINGU",90980,2126,1700.8
"MT","SANTA RITA DO TRIVELATO",91049,2216,1772.8
"MT","SANTA TEREZINHA",91979,5111,4088.8
"MT","SANTO AFONSO",90328,2520,2016.0
"MT","SANTO ANTÔNIO DO LESTE",89843,2680,2144.0
"MT","SANTO ANTÔNIO DO LEVERGER",91553,16808,13446.4
"MT","SÃO FÉLIX DO ARAGUAIA",91839,8176,6540.8
"MT","SÃO JOSÉ DO POVO",90026,2954,2363.2
"MT","SÃO JOSÉ DO RIO CLARO",91995,10748,8598.4
"MT","SÃO JOSÉ DOS QUATRO MARCOS",89931,13091,10472.8
"MT","SÃO JOSÉ DO XINGU",90247,4873,3898.4
"MT","SÃO PEDRO DA CIPA",90409,3943,3154.4
"MT","SAPEZAL",90727,19364,15491.2
"MT","SERRA NOVA DOURADA",90921,1643,1314.4
"MT","SINOP",89850,113966,91172.8
"MT","SORRISO",98930,69324,55459.2
"MT","TABAPORÃ",90220,7581,6064.8
"MT","TANGARÁ DA SERRA",91855,69231,55384.8
"MT","TAPURAH",90689,8782,7025.6
"MT","TERRA NOVA DO NORTE",98957,9062,7249.6
"MT","TESOURO",91618,2742,2193.6
"MT","TORIXORÉU",91634,3511,2808.8
"MT","UNIÃO DO SUL",90840,3447,2757.6
"MT","VALE DE SÃO DOMINGOS",91022,2783,2226.4
"MT","VÁRZEA GRANDE",91677,187120,149696.0
"MT","VERA",98973,7035,5628.0
"MT","VILA BELA DA SANTÍSSIMA TRINDADE",91090,11107,8885.6
"MT","VILA RICA",98990,13540,10832.0
"PA","ABAETETUBA",4014,117655,94124.0
"PA","ABEL FIGUEIREDO",4502,5507,4405.6
"PA","ACARÁ",4030,46338,37070.4
"PA","AFUÁ",4057,28919,23135.2
"PA","ÁGUA AZUL DO NORTE",4260,11061,8848.8
"PA","ALENQUER",4073,43488,34790.4
"PA","ALMEIRIM",4090,23620,18896.0
"PA","ALTAMIRA",4111,85348,68278.4
"PA","ANAJÁS",4138,21487,17189.6
"PA","ANANINDEUA",4154,351188,280950.4
"PA","ANAPU",4723,24514,19611.2
"PA","AUGUSTO CORRÊA",4170,37196,29756.8
"PA","AURORA DO PARÁ",4340,17933,14346.4
"PA","AVEIRO",4197,11182,8945.6
"PA","BAGRE",4219,15899,12719.2
"PA","BAIÃO",4235,26914,21531.2
"PA","BANNACH",4588,3099,2479.2
"PA","BARCARENA",4251,98290,78632.0
"PA","BELÉM",4278,1056180,844944.0
"PA","BELTERRA",4804,16606,13284.8
"PA","BENEVIDES",4294,46493,37194.4
"PA","BOM JESUS DO TOCANTINS",4049,12225,9780.0
"PA","BONITO",4316,12693,10154.4
"PA","BRAGANÇA",4332,92108,73686.4
"PA","BRASIL NOVO",4227,16237,12989.6
"PA","BREJO GRANDE DO ARAGUAIA",5932,6575,5260.0
"PA","BREU BRANCO",4448,31788,25430.4
"PA","BREVES",4359,72525,58020.0
"PA","BUJARU",4375,20195,16156.0
"PA","CACHOEIRA DO ARARI",4391,18335,14668.0
"PA","CACHOEIRA DO PIRIÁ",4766,13782,11025.6
"PA","CAMETÁ",4413,100587,80469.6
"PA","CANAÃ DOS CARAJÁS",4707,61819,49455.2
"PA","CAPANEMA",4430,53808,43046.4
"PA","CAPITÃO POÇO",4456,41813,33450.4
"PA","CASTANHAL",4472,140196,112156.8
"PA","CHAVES",4499,15942,12753.6
"PA","COLARES",4510,11733,9386.4
"PA","CONCEIÇÃO DO ARAGUAIA",4537,33880,27104.0
"PA","CONCÓRDIA DO PARÁ",5819,23122,18497.6
"PA","CUMARU DO NORTE",4529,8414,6731.2
"PA","CURIONÓPOLIS",5851,16483,13186.4
"PA","CURRALINHO",4553,24212,19369.6
"PA","CURUÁ",4740,11029,8823.2
"PA","CURUÇÁ",4570,35432,28345.6
"PA","DOM ELISEU",5975,29505,23604.0
"PA","ELDORADO DOS CARAJÁS",4120,19392,15513.6
"PA","FARO",4596,7190,5752.0
"PA","FLORESTA DO ARAGUAIA",4561,14564,11651.2
"PA","GARRAFÃO DO NORTE",5878,21642,17313.6
"PA","GOIANÉSIA DO PARÁ",4006,21442,17153.6
"PA","GURUPÁ",4618,22935,18348.0
"PA","IGARAPÉ-AÇU",4634,30564,24451.2
"PA","IGARAPÉ-MIRI",4650,50413,40330.4
"PA","INHANGAPI",4677,9276,7420.8
"PA","IPIXUNA DO PARÁ",4189,23887,19109.6
"PA","IRITUIA",4693,25346,20276.8
"PA","ITAITUBA",4715,83187,66549.6
"PA","ITUPIRANGA",4731,31908,25526.4
"PA","JACAREACANGA",4200,13122,10497.6
"PA","JACUNDÁ",4758,30634,24507.2
"PA","JURUTI",4774,36424,29139.2
"PA","LIMOEIRO DO AJURU",4790,22089,17671.2
"PA","MÃE DO RIO",4103,24499,19599.2
"PA","MAGALHÃES BARATA",4812,8397,6717.6
"PA","MARABÁ",4839,175276,140220.8
"PA","MARACANÃ",4855,26488,21190.4
"PA","MARAPANIM",4871,24228,19382.4
"PA","MARITUBA",4642,88597,70877.6
"PA","MEDICILÂNDIA",5770,19828,15862.4
"PA","MELGAÇO",4898,17818,14254.4
"PA","MOCAJUBA",4910,27564,22051.2
"PA","MOJU",4936,54237,43389.6
"PA","MOJUÍ DOS CAMPOS",4863,21974,17579.2
"PA","MONTE ALEGRE",4952,49823,39858.4
"PA","MUANÁ",4979,28625,22900.0
"PA","NOVA ESPERANÇA DO PIRIÁ",4480,15230,12184.0
"PA","NOVA IPIXUNA",4600,10986,8788.8
"PA","NOVA TIMBOTEUA",4995,11755,9404.0
"PA","NOVO PROGRESSO",4383,23527,18821.6
"PA","NOVO REPARTIMENTO",4421,43084,34467.2
"PA","ÓBIDOS",5010,38292,30633.6
"PA","OEIRAS DO PARÁ",5037,24198,19358.4
"PA","ORIXIMINÁ",5053,48741,38992.8
"PA","OURÉM",5070,15971,12776.8
"PA","OURILÂNDIA DO NORTE",5959,24391,19512.8
"PA","PACAJÁ",5916,28656,22924.8
"PA","PALESTINA DO PARÁ",4162,5650,4520.0
"PA","PARAGOMINAS",5096,75223,60178.4
"PA","PARAUAPEBAS",5835,194544,155635.2
"PA","PAU D'ARCO",4308,8408,6726.4
"PA","PEIXE-BOI",5118,9454,7563.2
"PA","PIÇARRA",4782,8901,7120.8
"PA","PLACAS",4626,13469,10775.2
"PA","PONTA DE PEDRAS",5134,22541,18032.8
"PA","PORTEL",5150,38748,30998.4
"PA","PORTO DE MOZ",5177,22583,18066.4
"PA","PRAINHA",5193,25968,20774.4
"PA","PRIMAVERA",5215,11235,8988.0
"PA","QUATIPURU",4685,10492,8393.6
"PA","REDENÇÃO",5673,60901,48720.8
"PA","RIO MARIA",5690,13972,11177.6
"PA","RONDON DO PARÁ",5738,27610,22088.0
"PA","RURÓPOLIS",5894,19052,15241.6
"PA","SALINÓPOLIS",5231,36606,29284.8
"PA","SALVATERRA",5258,19585,15668.0
"PA","SANTA BÁRBARA DO PARÁ",4243,18166,14532.8
"PA","SANTA CRUZ DO ARARI",5274,7022,5617.6
"PA","SANTA ISABEL DO PARÁ",5290,47615,38092.0
"PA","SANTA LUZIA DO PARÁ",4146,17433,13946.4
"PA","SANTA MARIA DAS BARREIRAS",5991,13605,10884.0
"PA","SANTA MARIA DO PARÁ",5312,21431,17144.8
"PA","SANTANA DO ARAGUAIA",5339,24694,19755.2
"PA","SANTARÉM",5355,242731,194184.8
"PA","SANTARÉM NOVO",5371,6697,5357.6
"PA","SANTO ANTÔNIO DO TAUÁ",5398,24783,19826.4
"PA","SÃO CAETANO DE ODIVELAS",5410,15018,12014.4
"PA","SÃO DOMINGOS DO ARAGUAIA",4464,15596,12476.8
"PA","SÃO DOMINGOS DO CAPIM",5436,23897,19117.6
"PA","SÃO FÉLIX DO XINGU",5452,41212,32969.6
"PA","SÃO FRANCISCO DO PARÁ",5479,15227,12181.6
"PA","SÃO GERALDO DO ARAGUAIA",5797,18874,15099.2
"PA","SÃO JOÃO DA PONTA",4820,6187,4949.6
"PA","SÃO JOÃO DE PIRABAS",4065,18465,14772.0
"PA","SÃO JOÃO DO ARAGUAIA",5495,12402,9921.6
"PA","SÃO MIGUEL DO GUAMÁ",5517,40000,32000.0
"PA","SÃO SEBASTIÃO DA BOA VISTA",5533,23014,18411.2
"PA","SAPUCAIA",4847,5725,4580.0
"PA","SENADOR JOSÉ PORFÍRIO",5550,13599,10879.2
"PA","SOURE",5576,21897,17517.6
"PA","TAILÂNDIA",4022,52413,41930.4
"PA","TERRA ALTA",4545,12397,9917.6
"PA","TERRA SANTA",4367,14740,11792.0
"PA","TOMÉ-AÇU",5592,50821,40656.8
"PA","TRACUATEUA",4669,25389,20311.2
"PA","TRAIRÃO",4286,11066,8852.8
"PA","TUCUMÃ",4081,27841,22272.8
"PA","TUCURUÍ",5614,71576,57260.8
