UF,Cidade,Codigo,TotalEleitores,TotalComparecimento
"PB","UMBUZEIRO",22411,7089,5671.2
"PB","VÁRZEA",22438,2709,2167.2
"PB","VIEIRÓPOLIS",19887,5232,4185.6
"PB","VISTA SERRANA",20117,3396,2716.8
"PB","ZABELÊ",19348,2497,1997.6
"PE","ABREU E LIMA",26310,78047,62437.6
"PE","AFOGADOS DA INGAZEIRA",23019,29096,23276.8
"PE","AFRÂNIO",23035,17062,13649.6
"PE","AGRESTINA",23051,20177,16141.6
"PE","ÁGUA PRETA",23078,20155,16124.0
"PE","ÁGUAS BELAS",23094,34219,27375.2
"PE","ALAGOINHA",23116,11873,9498.4
"PE","ALIANÇA",23132,29355,23484.0
"PE","ALTINHO",23159,17031,13624.8
"PE","AMARAJI",23175,17321,13856.8
"PE","ANGELIM",23191,8826,7060.8
"PE","ARAÇOIABA",23205,17577,14061.6
"PE","ARARIPINA",23213,59486,47588.8
"PE","ARCOVERDE",23230,49604,39683.2
"PE","BARRA DE GUABIRABA",23256,10078,8062.4
"PE","BARREIROS",23272,31311,25048.8
"PE","BELÉM DE MARIA",23299,9031,7224.8
"PE","BELÉM DO SÃO FRANCISCO",23310,15447,12357.6
"PE","BELO JARDIM",23337,58826,47060.8
"PE","BETÂNIA",23353,9592,7673.6
"PE","BEZERROS",23370,47270,37816.0
"PE","BODOCÓ",23396,26916,21532.8
"PE","BOM CONSELHO",23418,33293,26634.4
"PE","BOM JARDIM",23434,30437,24349.6
"PE","BONITO",23450,30696,24556.8
"PE","BREJÃO",23477,9377,7501.6
"PE","BREJINHO",23493,7672,6137.6
"PE","BREJO DA MADRE DE DEUS",23515,34602,27681.6
"PE","BUENOS AIRES",23531,11739,9391.2
"PE","BUÍQUE",23558,41077,32861.6
"PE","CABO DE SANTO AGOSTINHO",23574,165891,132712.8
"PE","CABROBÓ",23590,24289,19431.2
"PE","CACHOEIRINHA",23612,16035,12828.0
"PE","CAETÉS",23639,19963,15970.4
"PE","CALÇADO",23655,7672,6137.6
"PE","CALUMBI",23671,7047,5637.6
"PE","CAMARAGIBE",26298,123298,98638.4
"PE","CAMOCIM DE SÃO FÉLIX",23698,15297,12237.6
"PE","CAMUTANGA",23710,7458,5966.4
"PE","CANHOTINHO",23736,16964,13571.2
"PE","CAPOEIRAS",23752,16205,12964.0
"PE","CARNAÍBA",23779,16825,13460.0
"PE","CARNAUBEIRA DA PENHA",23167,11693,9354.4
"PE","CARPINA",23795,57815,46252.0
"PE","CARUARU",23817,243832,195065.6
"PE","CASINHAS",23221,11876,9500.8
"PE","CATENDE",23833,26463,21170.4
"PE","CEDRO",23850,10004,8003.2
"PE","CHÃ DE ALEGRIA",23876,11419,9135.2
"PE","CHÃ GRANDE",23892,18506,14804.8
"PE","CONDADO",23914,19022,15217.6
"PE","CORRENTES",23930,14702,11761.6
"PE","CORTÊS",23957,11073,8858.4
"PE","CUMARU",23973,13940,11152.0
"PE","CUPIRA",23990,19842,15873.6
"PE","CUSTÓDIA",24015,29460,23568.0
"PE","DORMENTES",23140,15625,12500.0
"PE","ESCADA",24031,48498,38798.4
"PE","EXU",24058,28399,22719.2
"PE","FEIRA NOVA",24074,17585,14068.0
"PE","FERNANDO DE NORONHA",30015,3444,2755.2
"PE","FERREIROS",24090,10147,8117.6
"PE","FLORES",24112,16557,13245.6
"PE","FLORESTA",24139,24903,19922.4
"PE","FREI MIGUELINHO",24155,12234,9787.2
"PE","GAMELEIRA",24171,15281,12224.8
"PE","GARANHUNS",24198,97514,78011.2
"PE","GLÓRIA DO GOITÁ",24210,22895,18316.0
"PE","GOIANA",24236,63585,50868.0
"PE","GRANITO",24252,6779,5423.2
"PE","GRAVATÁ",24279,65505,52404.0
"PE","IATI",24295,16056,12844.8
"PE","IBIMIRIM",24317,21578,17262.4
"PE","IBIRAJUBA",24333,6985,5588.0
"PE","IGARASSU",24350,87920,70336.0
"PE","IGUARACY",24376,9036,7228.8
"PE","ILHA DE ITAMARACÁ",24511,17983,14386.4
"PE","INAJÁ",24392,14868,11894.4
"PE","INGAZEIRA",24414,4260,3408.0
"PE","IPOJUCA",24430,85732,68585.6
"PE","IPUBI",24457,23507,18805.6
"PE","ITACURUBA",24473,4377,3501.6
"PE","ITAÍBA",24490,20379,16303.2
"PE","ITAMBÉ",25976,24329,19463.2
"PE","ITAPETIM",24538,11602,9281.6
"PE","ITAPISSUMA",26336,20336,16268.8
"PE","ITAQUITINGA",24554,12410,9928.0
"PE","JABOATÃO DOS GUARARAPES",24570,485656,388524.8
"PE","JAQUEIRA",23302,9182,7345.6
"PE","JATAÚBA",24597,15239,12191.2
"PE","JATOBÁ",23264,11334,9067.2
"PE","JOÃO ALFREDO",24619,24324,19459.2
"PE","JOAQUIM NABUCO",24635,13432,10745.6
"PE","JUCATI",23124,10118,8094.4
"PE","JUPI",24651,12576,10060.8
"PE","JUREMA",24678,12401,9920.8
"PE","LAGOA DE ITAENGA",24694,17912,14329.6
"PE","LAGOA DO CARRO",23027,15246,12196.8
"PE","LAGOA DO OURO",24716,11454,9163.2
"PE","LAGOA DOS GATOS",24732,11071,8856.8
"PE","LAGOA GRANDE",23183,19811,15848.8
"PE","LAJEDO",24759,31463,25170.4
"PE","LIMOEIRO",24775,45114,36091.2
"PE","MACAPARANA",24791,20161,16128.8
"PE","MACHADOS",24813,10934,8747.2
"PE","MANARI",23248,13915,11132.0
"PE","MARAIAL",24830,8159,6527.2
"PE","MIRANDIBA",24856,12028,9622.4
"PE","MOREILÂNDIA",25852,9861,7888.8
"PE","MORENO",24872,48982,39185.6
"PE","NAZARÉ DA MATA",24899,25544,20435.2
"PE","OLINDA",24910,299743,239794.4
"PE","OROBÓ",24937,17922,14337.6
"PE","OROCÓ",24953,11680,9344.0
"PE","OURICURI",24970,47042,37633.6
"PE","PALMARES",24996,41126,32900.8
"PE","PALMEIRINA",25011,6568,5254.4
"PE","PANELAS",25038,19378,15502.4
"PE","PARANATAMA",25054,11364,9091.2
"PE","PARNAMIRIM",25070,18260,14608.0
"PE","PASSIRA",25097,26060,20848.0
"PE","PAUDALHO",25119,44134,35307.2
"PE","PAULISTA",25135,232556,186044.8
"PE","PEDRA",25151,17997,14397.6
"PE","PESQUEIRA",25178,51411,41128.8
"PE","PETROLÂNDIA",25194,26072,20857.6
"PE","PETROLINA",25216,236585,189268.0
"PE","POÇÃO",25232,9983,7986.4
"PE","POMBOS",25259,19702,15761.6
"PE","PRIMAVERA",25275,10742,8593.6
"PE","QUIPAPÁ",25291,15380,12304.0
"PE","QUIXABA",23000,6225,4980.0
"PE","RECIFE",25313,1218910,975128.0
"PE","RIACHO DAS ALMAS",25330,20344,16275.2
"PE","RIBEIRÃO",25356,28473,22778.4
"PE","RIO FORMOSO",25372,16937,13549.6
"PE","SAIRÉ",25399,11277,9021.6
"PE","SALGADINHO",25410,6978,5582.4
"PE","SALGUEIRO",25437,42581,34064.8
"PE","SALOÁ",25453,13755,11004.0
"PE","SANHARÓ",25470,16167,12933.6
"PE","SANTA CRUZ",23108,12309,9847.2
"PE","SANTA CRUZ DA BAIXA VERDE",23043,9630,7704.0
"PE","SANTA CRUZ DO CAPIBARIBE",25496,63812,51049.6
"PE","SANTA FILOMENA",23329,11868,9494.4
"PE","SANTA MARIA DA BOA VISTA",25518,29204,23363.2
"PE","SANTA MARIA DO CAMBUCÁ",25534,11499,9199.2
"PE","SANTA TEREZINHA",25550,8106,6484.8
"PE","SÃO BENEDITO DO SUL",25577,7808,6246.4
"PE","SÃO BENTO DO UNA",25593,37195,29756.0
"PE","SÃO CAITANO",25615,30509,24407.2
"PE","SÃO JOÃO",25631,17388,13910.4
"PE","SÃO JOAQUIM DO MONTE",25658,17569,14055.2
"PE","SÃO JOSÉ DA COROA GRANDE",25674,17669,14135.2
"PE","SÃO JOSÉ DO BELMONTE",25690,27544,22035.2
"PE","SÃO JOSÉ DO EGITO",25712,23502,18801.6
"PE","SÃO LOURENÇO DA MATA",25739,80796,64636.8
"PE","SÃO VICENTE FÉRRER",25755,14402,11521.6
"PE","SERRA TALHADA",25771,61672,49337.6
"PE","SERRITA",25798,16586,13268.8
"PE","SERTÂNIA",25810,26890,21512.0
"PE","SIRINHAÉM",25836,28593,22874.4
"PE","SOLIDÃO",25879,5717,4573.6
"PE","SURUBIM",25895,47012,37609.6
"PE","TABIRA",25917,21161,16928.8
"PE","TACAIMBÓ",25933,10647,8517.6
"PE","TACARATU",25950,17704,14163.2
"PE","TAMANDARÉ",23280,19162,15329.6
"PE","TAQUARITINGA DO NORTE",25992,21268,17014.4
"PE","TEREZINHA",26018,6455,5164.0
"PE","TERRA NOVA",26034,8412,6729.6
"PE","TIMBAÚBA",26050,42696,34156.8
"PE","TORITAMA",26077,33375,26700.0
"PE","TRACUNHAÉM",26093,11784,9427.2
"PE","TRINDADE",26115,23960,19168.0
"PE","TRIUNFO",26131,11799,9439.2
"PE","TUPANATINGA",26158,16233,12986.4
"PE","TUPARETAMA",26174,8138,6510.4
"PE","VENTUROSA",26190,13971,11176.8
"PE","VERDEJANTE",26212,8117,6493.6
"PE","VERTENTE DO LÉRIO",23086,8066,6452.8
"PE","VERTENTES",26239,15840,12672.0
"PE","VICÊNCIA",26255,22573,18058.4
"PE","VITÓRIA DE SANTO ANTÃO",26271,101170,80936.0
"PE","XEXÉU",23060,11148,8918.4
"PI","ACAUÃ",12327,6162,4929.6
"PI","AGRICOLÂNDIA",10014,5281,4224.8
"PI","ÁGUA BRANCA",10030,15914,12731.2
"PI","ALAGOINHA DO PIAUÍ",12319,6070,4856.0
"PI","ALEGRETE DO PIAUÍ",10022,4447,3557.6
"PI","ALTO LONGÁ",10057,12611,10088.8
"PI","ALTOS",10073,34862,27889.6
"PI","ALVORADA DO GURGUÉIA",12084,4603,3682.4
"PI","AMARANTE",10090,15522,12417.6
"PI","ANGICAL DO PIAUÍ",10111,6763,5410.4
"PI","ANÍSIO DE ABREU",10138,6853,5482.4
"PI","ANTÔNIO ALMEIDA",10154,3039,2431.2
"PI","AROAZES",10170,5597,4477.6
"PI","AROEIRAS DO ITAIM",12734,4140,3312.0
"PI","ARRAIAL",10197,4276,3420.8
"PI","ASSUNÇÃO DO PIAUÍ",12106,7440,5952.0
"PI","AVELINO LOPES",10219,9569,7655.2
"PI","BAIXA GRANDE DO RIBEIRO",10049,10601,8480.8
"PI","BARRA D'ALCÂNTARA",10600,3563,2850.4
"PI","BARRAS",10235,37540,30032.0
"PI","BARREIRAS DO PIAUÍ",10251,3692,2953.6
"PI","BARRO DURO",10278,6189,4951.2
"PI","BATALHA",10294,22876,18300.8
"PI","BELA VISTA DO PIAUÍ",10626,3349,2679.2
"PI","BELÉM DO PIAUÍ",12335,3061,2448.8
"PI","BENEDITINOS",10316,9484,7587.2
"PI","BERTOLÍNIA",10332,4804,3843.2
"PI","BETÂNIA DO PIAUÍ",12122,5422,4337.6
"PI","BOA HORA",10669,6612,5289.6
"PI","BOCAINA",10359,5691,4552.8
"PI","BOM JESUS",10375,19167,15333.6
"PI","BOM PRINCÍPIO DO PIAUÍ",10065,6474,5179.2
"PI","BONFIM DO PIAUÍ",10081,5066,4052.8
"PI","BOQUEIRÃO DO PIAUÍ",12149,5805,4644.0
"PI","BRASILEIRA",10006,8393,6714.4
"PI","BREJO DO PIAUÍ",10642,3823,3058.4
"PI","BURITI DOS LOPES",10391,17053,13642.4
"PI","BURITI DOS MONTES",10103,6829,5463.2
"PI","CABECEIRAS DO PIAUÍ",10120,9765,7812.0
"PI","CAJAZEIRAS DO PIAUÍ",12343,3685,2948.0
"PI","CAJUEIRO DA PRAIA",12572,7103,5682.4
"PI","CALDEIRÃO GRANDE DO PIAUÍ",10146,5072,4057.6
"PI","CAMPINAS DO PIAUÍ",10413,5434,4347.2
"PI","CAMPO ALEGRE DO FIDALGO",12351,4396,3516.8
"PI","CAMPO GRANDE DO PIAUÍ",10723,5161,4128.8
"PI","CAMPO LARGO DO PIAUÍ",10740,5649,4519.2
"PI","CAMPO MAIOR",10430,35161,28128.8
"PI","CANAVIEIRA",10162,3418,2734.4
"PI","CANTO DO BURITI",10456,15937,12749.6
"PI","CAPITÃO DE CAMPOS",10472,10251,8200.8
"PI","CAPITÃO GERVÁSIO OLIVEIRA",10707,3826,3060.8
"PI","CARACOL",10499,8295,6636.0
"PI","CARAÚBAS DO PIAUÍ",12670,5111,4088.8
"PI","CARIDADE DO PIAUÍ",12165,4890,3912.0
"PI","CASTELO DO PIAUÍ",10510,16434,13147.2
"PI","CAXINGÓ",12688,5686,4548.8
"PI","COCAL",10537,21904,17523.2
"PI","COCAL DE TELHA",12360,4640,3712.0
"PI","COCAL DOS ALVES",12696,5460,4368.0
"PI","COIVARAS",10189,5372,4297.6
"PI","COLÔNIA DO GURGUÉIA",10200,5311,4248.8
"PI","COLÔNIA DO PIAUÍ",10227,6398,5118.4
"PI","CONCEIÇÃO DO CANINDÉ",10553,4804,3843.2
"PI","CORONEL JOSÉ DIAS",10243,5212,4169.6
"PI","CORRENTE",10570,20919,16735.2
"PI","CRISTALÂNDIA DO PIAUÍ",10596,5925,4740.0
"PI","CRISTINO CASTRO",10618,8169,6535.2
"PI","CURIMATÁ",10634,8952,7161.6
"PI","CURRAIS",10766,5804,4643.2
"PI","CURRALINHOS",12580,4992,3993.6
"PI","CURRAL NOVO DO PIAUÍ",12181,4954,3963.2
"PI","DEMERVAL LOBÃO",10650,12722,10177.6
"PI","DIRCEU ARCOVERDE",12297,6290,5032.0
"PI","DOM EXPEDITO LOPES",10677,6161,4928.8
"PI","DOMINGOS MOURÃO",11410,4344,3475.2
"PI","DOM INOCÊNCIO",10685,7376,5900.8
"PI","ELESBÃO VELOSO",10693,13375,10700.0
"PI","ELISEU MARTINS",10715,3841,3072.8
"PI","ESPERANTINA",10731,31590,25272.0
"PI","FARTURA DO PIAUÍ",10260,4610,3688.0
"PI","FLORES DO PIAUÍ",10758,4289,3431.2
"PI","FLORESTA DO PIAUÍ",12637,2658,2126.4
"PI","FLORIANO",10774,44747,35797.6
"PI","FRANCINÓPOLIS",10790,4499,3599.2
"PI","FRANCISCO AYRES",10812,4879,3903.2
"PI","FRANCISCO MACEDO",12378,2780,2224.0
"PI","FRANCISCO SANTOS",10839,7192,5753.6
"PI","FRONTEIRAS",10855,9635,7708.0
"PI","GEMINIANO",10782,6298,5038.4
"PI","GILBUÉS",10871,8417,6733.6
"PI","GUADALUPE",10898,8788,7030.4
"PI","GUARIBAS",10804,4455,3564.0
"PI","HUGO NAPOLEÃO",10910,4297,3437.6
"PI","ILHA GRANDE",10820,9235,7388.0
"PI","INHUMA",10936,12940,10352.0
"PI","IPIRANGA DO PIAUÍ",10952,7589,6071.2
"PI","ISAÍAS COELHO",10979,6193,4954.4
"PI","ITAINÓPOLIS",10995,9550,7640.0
"PI","ITAUEIRA",11010,9360,7488.0
"PI","JACOBINA DO PIAUÍ",10286,5065,4052.0
"PI","JAICÓS",11037,13722,10977.6
"PI","JARDIM DO MULATO",10308,4485,3588.0
"PI","JATOBÁ DO PIAUÍ",12394,6414,5131.2
"PI","JERUMENHA",11053,4802,3841.6
"PI","JOÃO COSTA",12386,3547,2837.6
"PI","JOAQUIM PIRES",11070,11503,9202.4
"PI","JOCA MARQUES",12408,5310,4248.0
"PI","JOSÉ DE FREITAS",11096,33982,27185.6
"PI","JUAZEIRO DO PIAUÍ",12416,5423,4338.4
"PI","JÚLIO BORGES",12203,5062,4049.6
"PI","JUREMA",10847,5115,4092.0
"PI","LAGOA ALEGRE",10324,8078,6462.4
"PI","LAGOA DE SÃO FRANCISCO",10863,6058,4846.4
"PI","LAGOA DO BARRO DO PIAUÍ",10340,4282,3425.6
"PI","LAGOA DO PIAUÍ",12424,4709,3767.2
"PI","LAGOA DO SÍTIO",12220,4622,3697.6
"PI","LAGOINHA DO PIAUÍ",12432,3229,2583.2
"PI","LANDRI SALES",11118,4983,3986.4
"PI","LUIS CORREIA",11134,26546,21236.8
"PI","LUZILÂNDIA",11150,20042,16033.6
"PI","MADEIRO",12440,6661,5328.8
"PI","MANOEL EMÍDIO",11177,4846,3876.8
"PI","MARCOLÂNDIA",10367,7812,6249.6
"PI","MARCOS PARENTE",11193,4221,3376.8
"PI","MASSAPÊ DO PIAUÍ",12467,6259,5007.2
"PI","MATIAS OLÍMPIO",11215,9056,7244.8
"PI","MIGUEL ALVES",11231,26929,21543.2
"PI","MIGUEL LEÃO",11258,1827,1461.6
"PI","MILTON BRANDÃO",12246,6976,5580.8
"PI","MONSENHOR GIL",11274,10205,8164.0
"PI","MONSENHOR HIPÓLITO",11290,7174,5739.2
"PI","MONTE ALEGRE DO PIAUÍ",11312,9045,7236.0
"PI","MORRO CABEÇA NO TEMPO",10880,3962,3169.6
"PI","MORRO DO CHAPÉU DO PIAUÍ",12459,5669,4535.2
"PI","MURICI DOS PORTELAS",12475,5966,4772.8
"PI","NAZARÉ DO PIAUÍ",11339,6840,5472.0
"PI","NAZÁRIA",12726,11383,9106.4
"PI","NOSSA SENHORA DE NAZARÉ",10928,5739,4591.2
"PI","NOSSA SENHORA DOS REMÉDIOS",11355,8323,6658.4
"PI","NOVA SANTA RITA",10960,3959,3167.2
"PI","NOVO ORIENTE DO PIAUÍ",11371,5154,4123.2
"PI","NOVO SANTO ANTÔNIO",10901,4619,3695.2
"PI","OEIRAS",11398,30698,24558.4
"PI","OLHO D'ÁGUA DO PIAUÍ",12483,2517,2013.6
"PI","PADRE MARCOS",11436,6055,4844.0
"PI","PAES LANDIM",11452,4251,3400.8
"PI","PAJEÚ DO PIAUÍ",12262,3392,2713.6
"PI","PALMEIRA DO PIAUÍ",11479,4694,3755.2
"PI","PALMEIRAIS",11495,12923,10338.4
"PI","PAQUETÁ",10944,4047,3237.6
"PI","PARNAGUÁ",11517,7468,5974.4
"PI","PARNAÍBA",11533,112683,90146.4
"PI","PASSAGEM FRANCA DO PIAUÍ",10405,4096,3276.8
"PI","PATOS DO PIAUÍ",10383,5480,4384.0
"PI","PAU D'ARCO DO PIAUÍ",12718,5037,4029.6
"PI","PAULISTANA",11550,16227,12981.6
"PI","PAVUSSU",12289,3896,3116.8
"PI","PEDRO II",11576,34117,27293.6
"PI","PEDRO LAURENTINO",12491,3028,2422.4
"PI","PICOS",11592,53067,42453.6
"PI","PIMENTEIRAS",11614,9043,7234.4
"PI","PIO IX",11630,14408,11526.4
"PI","PIRACURUCA",11657,25285,20228.0
"PI","PIRIPIRI",11673,52352,41881.6
"PI","PORTO",11690,9460,7568.0
"PI","PORTO ALEGRE DO PIAUÍ",12599,2123,1698.4
"PI","PRATA DO PIAUÍ",11711,3583,2866.4
"PI","QUEIMADA NOVA",10421,6843,5474.4
"PI","REDENÇÃO DO GURGUÉIA",11738,6648,5318.4
"PI","REGENERAÇÃO",11754,14450,11560.0
"PI","RIACHO FRIO",12300,4220,3376.0
"PI","RIBEIRA DO PIAUÍ",12602,3729,2983.2
"PI","RIBEIRO GONÇALVES",11770,5306,4244.8
"PI","RIO GRANDE DO PIAUÍ",11797,5292,4233.6
"PI","SANTA CRUZ DO PIAUÍ",11819,5554,4443.2
"PI","SANTA CRUZ DOS MILAGRES",10448,3626,2900.8
"PI","SANTA FILOMENA",11835,5311,4248.8
"PI","SANTA LUZ",11851,5040,4032.0
"PI","SANTANA DO PIAUÍ",10480,4037,3229.6
"PI","SANTA ROSA DO PIAUÍ",10464,4752,3801.6
"PI","SANTO ANTÔNIO DE LISBOA",11878,6232,4985.6
"PI","SANTO ANTÔNIO DOS MILAGRES",12653,1895,1516.0
"PI","SANTO INÁCIO DO PIAUÍ",11894,3472,2777.6
"PI","SÃO BRAZ DO PIAUÍ",10502,4031,3224.8
"PI","SÃO FÉLIX DO PIAUÍ",11916,3815,3052.0
"PI","SÃO FRANCISCO DE ASSIS DO PIAUÍ",12505,4595,3676.0
"PI","SÃO FRANCISCO DO PIAUÍ",11932,6234,4987.2
"PI","SÃO GONÇALO DO GURGUÉIA",12610,2718,2174.4
"PI","SÃO GONÇALO DO PIAUÍ",11959,4857,3885.6
"PI","SÃO JOÃO DA CANABRAVA",11088,4561,3648.8
"PI","SÃO JOÃO DA FRONTEIRA",12009,5237,4189.6
"PI","SÃO JOÃO DA SERRA",11975,6719,5375.2
"PI","SÃO JOÃO DA VARJOTA",12025,4102,3281.6
"PI","SÃO JOÃO DO ARRAIAL",10987,7299,5839.2
"PI","SÃO JOÃO DO PIAUÍ",11991,14934,11947.2
"PI","SÃO JOSÉ DO DIVINO",10529,5044,4035.2
"PI","SÃO JOSÉ DO PEIXE",12017,3245,2596.0
"PI","SÃO JOSÉ DO PIAUÍ",12033,6042,4833.6
"PI","SÃO JULIÃO",12050,5349,4279.2
"PI","SÃO LOURENÇO DO PIAUÍ",10561,4999,3999.2
"PI","SÃO LUIS DO PIAUÍ",12629,3572,2857.6
"PI","SÃO MIGUEL DA BAIXA GRANDE",12661,2622,2097.6
"PI","SÃO MIGUEL DO FIDALGO",12700,3012,2409.6
"PI","SÃO MIGUEL DO TAPUIO",12076,15892,12713.6
"PI","SÃO PEDRO DO PIAUÍ",12092,11313,9050.4
"PI","SÃO RAIMUNDO NONATO",12114,25939,20751.2
"PI","SEBASTIÃO BARROS",12041,4424,3539.2
"PI","SEBASTIÃO LEAL",12068,3936,3148.8
"PI","SIGEFREDO PACHECO",10545,8692,6953.6
"PI","SIMÕES",12130,11806,9444.8
"PI","SIMPLÍCIO MENDES",12157,9955,7964.0
"PI","SOCORRO DO PIAUÍ",12173,4362,3489.6
"PI","SUSSUAPARA",12513,6611,5288.8
"PI","TAMBORIL DO PIAUÍ",12530,2841,2272.8
"PI","TANQUE DO PIAUÍ",12521,2604,2083.2
"PI","TERESINA",12190,587966,470372.8
"PI","UNIÃO",12211,36769,29415.2
"PI","URUÇUÍ",12238,18131,14504.8
"PI","VALENÇA DO PIAUÍ",12254,16886,13508.8
"PI","VÁRZEA BRANCA",10588,4656,3724.8
"PI","VÁRZEA GRANDE",12270,4152,3321.6
"PI","VERA MENDES",12556,3507,2805.6
"PI","VILA NOVA DO PIAUÍ",12548,2923,2338.4
"PI","WALL FERRAZ",12564,4152,3321.6
"PR","ABATIÁ",74012,5950,4760.0
"PR","ADRIANÓPOLIS",74039,5822,4657.6
"PR","AGUDOS DO SUL",74055,8572,6857.6
"PR","ALMIRANTE TAMANDARÉ",74071,76971,61576.8
"PR","ALTAMIRA DO PARANÁ",84557,3384,2707.2
"PR","ALTÔNIA",79510,14736,11788.8
"PR","ALTO PARAÍSO",74926,3071,2456.8
"PR","ALTO PARANÁ",74098,10444,8355.2
"PR","ALTO PIQUIRI",74110,7464,5971.2
"PR","ALVORADA DO SUL",74136,7148,5718.4
"PR","AMAPORÃ",74152,3945,3156.0
"PR","AMPÉRE",74179,14391,11512.8
"PR","ANAHY",74101,2664,2131.2
"PR","ANDIRÁ",74195,16490,13192.0
"PR","ÂNGULO",74128,2700,2160.0
"PR","ANTONINA",74217,15716,12572.8
"PR","ANTÔNIO OLINTO",74233,6680,5344.0
"PR","APUCARANA",74250,94842,75873.6
"PR","ARAPONGAS",74276,83933,67146.4
"PR","ARAPOTI",74292,19346,15476.8
"PR","ARAPUÃ",75108,3115,2492.0
"PR","ARARUNA",74314,10657,8525.6
"PR","ARAUCÁRIA",74357,108091,86472.8
"PR","ARIRANHA DO IVAÍ",75086,2426,1940.8
"PR","ASSAÍ",74373,12581,10064.8
"PR","ASSIS CHATEAUBRIAND",79537,26624,21299.2
"PR","ASTORGA",74390,19392,15513.6
"PR","ATALAIA",74411,3398,2718.4
"PR","BALSA NOVA",74438,11892,9513.6
"PR","BANDEIRANTES",74454,24991,19992.8
"PR","BARBOSA FERRAZ",74470,8942,7153.6
"PR","BARRACÃO",74497,7676,6140.8
"PR","BARRA DO JACARÉ",74519,2757,2205.6
"PR","BELA VISTA DA CAROBA",75124,2941,2352.8
"PR","BELA VISTA DO PARAÍSO",74535,12588,10070.4
"PR","BITURUNA",74551,12833,10266.4
"PR","BOA ESPERANÇA",74578,3869,3095.2
"PR","BOA ESPERANÇA DO IGUAÇU",74144,2216,1772.8
"PR","BOA VENTURA DE SÃO ROQUE",75140,5011,4008.8
"PR","BOA VISTA DA APARECIDA",79812,6771,5416.8
"PR","BOCAIÚVA DO SUL",74594,10027,8021.6
"PR","BOM JESUS DO SUL",75167,3608,2886.4
"PR","BOM SUCESSO",74616,5278,4222.4
"PR","BOM SUCESSO DO SUL",74160,2918,2334.4
"PR","BORRAZÓPOLIS",74632,6251,5000.8
"PR","BRAGANEY",79839,4316,3452.8
"PR","BRASILÂNDIA DO SUL",74187,3164,2531.2
"PR","CAFEARA",74659,2177,1741.6
"PR","CAFELÂNDIA",79855,12935,10348.0
"PR","CAFEZAL DO SUL",74209,4066,3252.8
"PR","CALIFÓRNIA",74675,6919,5535.2
"PR","CAMBARÁ",74691,18313,14650.4
"PR","CAMBÉ",74713,75580,60464.0
"PR","CAMBIRA",74730,6214,4971.2
"PR","CAMPINA DA LAGOA",74756,12324,9859.2
"PR","CAMPINA DO SIMÃO",75183,3681,2944.8
"PR","CAMPINA GRANDE DO SUL",74772,34602,27681.6
"PR","CAMPO BONITO",74780,3659,2927.2
"PR","CAMPO DO TENENTE",74799,6215,4972.0
"PR","CAMPO LARGO",74810,93055,74444.0
"PR","CAMPO MAGRO",75205,21277,17021.6
"PR","CAMPO MOURÃO",74837,69846,55876.8
"PR","CÂNDIDO DE ABREU",74853,11709,9367.2
"PR","CANDÓI",74225,11790,9432.0
"PR","CANTAGALO",84514,9345,7476.0
"PR","CAPANEMA",74870,15184,12147.2
"PR","CAPITÃO LEÔNIDAS MARQUES",74896,11639,9311.2
"PR","CARAMBEÍ",75221,16696,13356.8
"PR","CARLÓPOLIS",74918,12176,9740.8
"PR","CASCAVEL",74934,237354,189883.2
"PR","CASTRO",74950,55109,44087.2
"PR","CATANDUVAS",74977,7152,5721.6
"PR","CENTENÁRIO DO SUL",74993,8669,6935.2
"PR","CERRO AZUL",75019,13408,10726.4
"PR","CÉU AZUL",79570,8624,6899.2
"PR","CHOPINZINHO",75035,16882,13505.6
"PR","CIANORTE",75051,58426,46740.8
"PR","CIDADE GAÚCHA",75078,8868,7094.4
"PR","CLEVELÂNDIA",75094,13361,10688.8
"PR","COLOMBO",75132,159584,127667.2
"PR","COLORADO",75159,17567,14053.6
"PR","CONGONHINHAS",75175,6677,5341.6
"PR","CONSELHEIRO MAIRINCK",75191,3185,2548.0
"PR","CONTENDA",75213,13236,10588.8
"PR","CORBÉLIA",75230,13705,10964.0
"PR","CORNÉLIO PROCÓPIO",75256,35722,28577.6
"PR","CORONEL DOMINGOS SOARES",75248,5100,4080.0
"PR","CORONEL VIVIDA",75272,17662,14129.6
"PR","CORUMBATAÍ DO SUL",75280,3672,2937.6
"PR","CRUZEIRO DO IGUAÇU",74241,3549,2839.2
"PR","CRUZEIRO DO OESTE",75299,16481,13184.8
"PR","CRUZEIRO DO SUL",75310,4014,3211.2
"PR","CRUZ MACHADO",75337,13804,11043.2
"PR","CRUZMALTINA",75264,2643,2114.4
"PR","CURITIBA",75353,1419642,1135713.6
"PR","CURIÚVA",75370,10835,8668.0
"PR","DIAMANTE D'OESTE",75400,3611,2888.8
"PR","DIAMANTE DO NORTE",75396,4297,3437.6
"PR","DIAMANTE DO SUL",74268,3425,2740.0
"PR","DOIS VIZINHOS",75418,31937,25549.6
"PR","DOURADINA",84654,6747,5397.6
"PR","DOUTOR CAMARGO",75434,5083,4066.4
"PR","DOUTOR ULYSSES",74942,5100,4080.0
"PR","ENÉAS MARQUES",75450,5341,4272.8
"PR","ENGENHEIRO BELTRÃO",75477,9910,7928.0
"PR","ENTRE RIOS DO OESTE",74284,3599,2879.2
